id,original_title,cast,director,keywords,genres
1640,Crash,Sandra Bullock|Don Cheadle|Matt Dillon|Michael PeÃ±a|Jennifer Esposito,Paul Haggis,daughter|installer|car crash,Drama
8699,Anchorman: The Legend of Ron Burgundy,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell,Adam McKay,journalism|sexism|ladder|panda|tv show in film,Comedy
10096,13 Going On 30,Jennifer Garner|Mark Ruffalo|Judy Greer|Andy Serkis|Kathy Baker,Gary Winick,new york|photographer|editor-in-chief|wish|michael jackson,Comedy|Fantasy|Romance
14442,Ella Enchanted,Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley,Tommy O'Haver,magic|prince|fairy tale|spell|fantasy world,Fantasy|Comedy|Family|Romance
10591,The Girl Next Door,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant|James Remar|Chris Marquette,Luke Greenfield,porn actor|pornographic video|high school|school party|blonde,Comedy
11024,Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Seth Green,Raja Gosnell,detective|monster|engine|based on tv series|dog,Mystery|Fantasy|Adventure|Comedy
866,Finding Neverland,Johnny Depp|Kate Winslet|Julie Christie|Dustin Hoffman|Freddie Highmore,Marc Forster,london|scotland|parents kids relationship|becoming an adult|fantasy,Drama
11247,A Cinderella Story,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,Mark Rosman,jealousy|cinderella|work|step mother|high school,Comedy
395,AVP: Alien vs. Predator,Sanaa Lathan|Raoul Bova|Ewen Bremner|Colin Salmon|Tommy Flanagan,Paul W.S. Anderson,saving the world|predator|laserpointer|space marine|pyramid,Adventure|Science Fiction|Action
9472,DodgeBall: A True Underdog Story,Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long,Rawson Marshall Thurber,underdog|competition|bank|bar|ball,Comedy
10045,Banlieue 13,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri,Pierre Morel,paris|vororte|dystopia|parkour,Action|Thriller|Science Fiction
1966,Alexander,Colin Farrell|Angelina Jolie|Val Kilmer|Jared Leto|Jonathan Rhys Meyers,Oliver Stone,aristotle|gay kiss|egypt|greece|persia,War|History|Action|Adventure|Drama
11282,Harold & Kumar Go to White Castle,John Cho|Kal Penn|Paula GarcÃ©s|Neil Patrick Harris|David Krumholtz,Danny Leiner,brother brother relationship|amsterdam|trip|road trip|cannabis,Comedy|Adventure
176,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,James Wan,shotgun|based on short film|sadist|pistol|chained,Horror|Mystery|Crime
558,Spider-Man 2,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris,Sam Raimi,dual identity|love of one's life|pizza boy|marvel comic|sequel,Action|Adventure|Fantasy
9352,EuroTrip,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg|Travis Wester|Vinnie Jones,Jeff Schaffer,paris|berlin|alcohol|sex|nudity,Comedy
9509,Man on Fire,Denzel Washington|Dakota Fanning|Marc Anthony|Radha Mitchell|Christopher Walken,Tony Scott,mexico|cia|diary|bible|bodyguard,Action|Drama|Thriller|Crime
5966,Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,John Hamburg,beach|honeymoon|bride|chance|risk,Comedy|Romance
2288,Closer,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,Mike Nichols,father-son relationship|love at first sight|photographer|loss of lover|cheating,Drama|Romance
7220,The Punisher,Thomas Jane|John Travolta|Will Patton|Roy Scheider|Laura Harring,Jonathan Hensleigh,chain|submachine gun|undercover|smuggling|twin brother,Action|Crime|Drama
314,Catwoman,Halle Berry|Benjamin Bratt|Sharon Stone|Lambert Wilson|Frances Conroy,Pitof,white russian|sex|dc comics|superheroine|female protagonist,Action|Crime
13673,Christmas with the Kranks,Tim Allen|Jamie Lee Curtis|Dan Aykroyd|M. Emmet Walsh|Elizabeth Franz,Joe Roth,holiday,Comedy|Family
27,9 Songs,Kieran O'Brien|Margo Stilley|The Dandy Warhols|Elbow|Franz Ferdinand,Michael Winterbottom,london|female nudity|sex|rock and roll|condom,Drama|Music|Romance
924,Dawn of the Dead,Sarah Polley|Ving Rhames|Jake Weber|Mekhi Phifer|Ty Burrell,Zack Snyder,refugee|mass murder|habor|car journey|department store,Fantasy|Horror|Action
15165,Barbie as The Princess & the Pauper,Kelly Sheridan|Roger Monk|Garry Chalk|Janyse Jaud|Pam Hyatt,William Lau,musical,Animation|Family|Comedy
9477,King Arthur,Clive Owen|Ioan Gruffudd|Keira Knightley|Mads Mikkelsen|Joel Edgerton,Antoine Fuqua,merlin|king arthur|sir lancelot|guinevere,Adventure|War|History
2789,The Chronicles of Riddick,Vin Diesel|Christina Cox|Colm Feore|Karl Urban|Judi Dench,David Twohy,sunrise|adventure|dystopia|matter of life and death|rifle,Adventure|Action|Thriller|Science Fiction
2539,Spanglish,Adam Sandler|TÃ©a Leoni|Paz Vega|Cloris Leachman|Shelbie Bruce,James L. Brooks,upper class|mother|single parent|parents kids relationship|wife husband relationship,Comedy
1586,Secret Window,Johnny Depp|John Turturro|Timothy Hutton|Charles S. Dutton|Len Cariou,David Koepp,alcohol|adultery|detective|mississippi|jealousy,Thriller|Mystery
4836,Layer Cake,Daniel Craig|Colm Meaney|George Harris|Sally Hawkins|Kenneth Cranham,Matthew Vaughn,ecstasy|drug traffic|drug mule|hitman|mission of murder,Drama|Thriller|Crime
10589,After the Sunset,Pierce Brosnan|Salma Hayek|Woody Harrelson|Troy Garity|Russell Hornsby,Brett Ratner,bahamas|master thief|crook couple,Action|Comedy|Crime|Drama
14623,Thunderbirds,Brady Corbet|Soren Fulton|Debora Weston|Lou Hirsch|Alex Barringer,Jonathan Frakes,secret organization|based on tv series|golden gate bridge|locker|oil rigÂ ,Action|Adventure|Comedy|Family|Fantasy
11130,The Princess Diaries 2: Royal Engagement,Anne Hathaway|Julie Andrews|HÃ©ctor Elizondo|John Rhys-Davies|Heather Matarazzo,Garry Marshall,coronation|duty|marriage|falling in love,Comedy|Drama|Family|Romance
10733,The Alamo,Dennis Quaid|Billy Bob Thornton|Jason Patric|Patrick Wilson|Emilio EchevarrÃ­a,John Lee Hancock,texas|officer|uprising|alamo|mexican,Western|History|War
80,Before Sunset,Ethan Hawke|Julie Delpy|Vernon Dobtcheff|Louise Lemoine TorrÃ¨s|Mariane Plasteig,Richard Linklater,paris|journalist|dialogue|talking|soulmates,Drama|Romance
1970,The Grudge,Sarah Michelle Gellar|Jason Behr|William Mapother|Clea DuVall|KaDee Strickland,Takashi Shimizu,male nudity|nurse|japanese|house|curse,Horror|Thriller|Mystery
9759,Cellular,Chris Evans|Kim Basinger|Jason Statham|Jessica Biel|William H. Macy,David R. Ellis,bank|mobile phone|telephone|weapon|police,Action|Adventure|Crime|Thriller
14462,The Manchurian Candidate,Denzel Washington|Meryl Streep|Liev Schreiber|Jon Voight|Kimberly Elise,Jonathan Demme,senator|gulf war|canoe|kuwait|conspiracy,Drama|Thriller|Mystery
4553,The Machinist,Christian Bale|Jennifer Jason Leigh|Aitana SÃ¡nchez-GijÃ³n|John Sharian|Michael Ironside,Brad Anderson,factory|insomnia|post it|machinist|cleaning bathroom tile,Thriller|Drama
11249,Seed of Chucky,Brad Dourif|Jennifer Tilly|Billy Boyd|Redman|Hannah Spearritt,Don Mancini,baby|puppet|filmdreh|murder|killer toys,Comedy|Drama|Horror
11045,Taxi,Queen Latifah|Jimmy Fallon|Gisele BÃ¼ndchen|Henry Simmons|Jennifer Esposito,Tim Story,taxi driver|bank robber,Thriller|Action|Comedy|Crime
8849,Alfie,Jude Law|Marisa Tomei|Omar Epps|Jane Krakowski|RenÃ©e Taylor,Charles Shyer,new york|cheating|flirt|lover|older woman seduces younger guy,Comedy
14247,Sniper 3,Tom Berenger|Byron Mann|John Doman|Denis Arndt|Troy Winbush,P.J. Pesce,sniper|male friendship|thailand|childhood friend,Drama|Action|Thriller
4380,Shall We Dance?,Richard Gere|Jennifer Lopez|Susan Sarandon|Lisa Ann Walter|Stanley Tucci,Peter Chelsom,jealousy|wife husband relationship|dancing master,Drama|Romance|Comedy
9541,Jersey Girl,Ben Affleck|Raquel Castro|Liv Tyler|Jennifer Lopez|George Carlin,Kevin Smith,yuppie|daughter|loss of wife,Comedy|Romance
9890,The Stepford Wives,Nicole Kidman|Matthew Broderick|Bette Midler|Glenn Close|Christopher Walken,Frank Oz,android|housewife|transformation,Action|Comedy|Science Fiction
14337,Primer,Shane Carruth|David Sullivan|Casey Gooden|Anand Upadhyaya|Carrie Crawford,Shane Carruth,distrust|garage|identity crisis|time travel|time machine,Science Fiction|Drama|Thriller
11633,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Ai Kobayashi|JÅ«rÅta Kosugi|Yuki Matsuoka|Asumi Miwa|Mami Koyama,Shinji Aramaki,man vs machine|cyborg|terrorist|metropolis|future,Animation|Action|Science Fiction
13700,Home on the Range,Randy Quaid|Steve Buscemi|Judi Dench|Cuba Gooding Jr.|G. W. Bailey,Will Finn|John Sanford,ferme,Western|Animation|Family|Comedy|Music
2023,Hidalgo,Viggo Mortensen|Zuleikha Robinson|Omar Sharif|Adam Alexi-Malle|Louise Lombard,Joe Johnston,horse race|horse|racehorse,Western|Adventure
1599,I Heart Huckabees,Jason Schwartzman|Dustin Hoffman|Lily Tomlin|Jude Law|Mark Wahlberg,David O. Russell,sex|detective|jealousy|humor|protest,Comedy|Romance
1777,Fahrenheit 9/11,Michael Moore|George W. Bush|Ben Affleck|Stevie Wonder|Al Gore,Michael Moore,u.s. president|jihad|saudi-arabia|war on terror|iraq,Documentary
13476,Win a Date with Tad Hamilton!,Josh Duhamel|Kate Bosworth|Topher Grace|Nathan Lane|Sean Hayes,Robert Luketic,celebrity|romantic comedy|male female relationship|movie star,Comedy|Romance
12153,White Chicks,Shawn Wayans|Marlon Wayans|Jaime King|Frankie Faison|Maitland Ward,Keenen Ivory Wayans,undercover|fish out of water|high society|buddy cop|federal bureau of investigation,Comedy
205,Hotel Rwanda,Don Cheadle|Sophie Okonedo|Nick Nolte|Fana Mokoena|Joaquin Phoenix,Terry George,rwanda|refugee|refugee camp|militia|murder,Drama|History|War
10367,Wild Things 2,Susan Ward|Leila Arcieri|Isaiah Washington|Katie Stuart|Dorit Wolf,Jack Perez,female nudity|sex|becoming an adult|luxury|investigation,Crime|Drama|Mystery
11358,Walking Tall,Dwayne Johnson|Johnny Knoxville|Neal McDonough|Kristen Wilson|Cobie Smulders,Kevin Bray,casino|sheriff|home|violence|special forces,Adventure|Drama|Action|Thriller
13572,Twisted,Ashley Judd|Samuel L. Jackson|Andy GarcÃ­a|David Strathairn|Russell Wong,Philip Kaufman,,Action|Adventure|Crime|Drama|Thriller
21385,"Mickey, Donald, Goofy: The Three Musketeers",Wayne Allwine|Tony Anselmo|Bill Farmer|Russi Taylor|Tress MacNeille,Donovan Cook,mickey mouse|musketeer|donald duck|pegleg pete|minnie mouse,Adventure|Animation|Comedy|Family
83,Open Water,Blanchard Ryan|Daniel Travis|Saul Stein|Michael E. Williamson|Christina Zenato,Chris Kentis,diving|cataclysm|nightmare|panic|red sea,Drama|Thriller
2841,Un long dimanche de fianÃ§ailles,Audrey Tautou|Gaspard Ulliel|Dominique Pinon|Chantal Neuwirth|AndrÃ© Dussollier,Jean-Pierre Jeunet,paris|prostitute|loss of lover|amnesia|bodily disabled person,War|Drama|Mystery|Romance
3989,Team America: World Police,Trey Parker|Matt Stone|Kristen Miller|Masasa Moyo|Daran Norris,Trey Parker,paris|france|cairo|capitalism|loss of lover,Music|Adventure|Animation|Action|Comedy
10891,Tremors 4: The Legend Begins,Michael Gross|Sara Botsford|Billy Drago|Brent Roam|August Schellenberg,S. S. Wilson,small town|miner|aggression by animal|graboids|man eaten by monster,Action|Comedy|Horror|Western
13378,Mickey's Twice Upon a Christmas,Wayne Allwine|Tony Anselmo|Bill Farmer|Jim Cummings|Tress MacNeille,Carole Holliday|Matthew O'Callaghan|Theresa Cullen,holiday|woman director,Animation|Family
11025,New York Minute,Ashley Olsen|Mary-Kate Olsen|Eugene Levy|Andy Richter|Riley Smith,Dennie Gordon,music video|geek|vacation|university|teen comedy,Comedy
5552,Immortel (ad vitam),Linda Hardy|Thomas Kretschmann|Charlotte Rampling|FrÃ©dÃ©ric Pierrot|Thomas M. Pollard,Enki Bilal,bed|skeleton|science fiction|white woman,Drama|Action|Science Fiction
9805,(T)Raumschiff Surprise - Periode 1,Michael Herbig|Rick Kavanian|Christian Tramitz|Anja Kling|Til Schweiger,Michael Herbig,taxi driver|space marine|time travel,Comedy|Science Fiction
9675,Sideways,Paul Giamatti|Thomas Haden Church|Virginia Madsen|Sandra Oh|Marylouise Burke,Alexander Payne,california|golf|oscar award|wine|stag night,Comedy|Drama|Romance
10762,Without a Paddle,Seth Green|Matthew Lillard|Dax Shepard|Antony Starr|Andrew Hampton,Steven Brill,death of a friend|treasure hunt,Action|Adventure|Comedy|Thriller
13193,Saved!,Jena Malone|Mandy Moore|Macaulay Culkin|Patrick Fugit|Heather Matarazzo,Brian Dannelly,christianity|gay|coming out|independent film|coming of age,Comedy|Drama|Family
9384,Starsky & Hutch,Ben Stiller|Owen Wilson|Snoop Dogg|Fred Williamson|Vince Vaughn,Todd Phillips,informant|jumping from a rooftop|surveillance footage,Comedy|Crime
16791,Five Children and It,Tara Fitzgerald|Freddie Highmore|Alex Jennings|Jonathan Bailey|Jessica Claridge,John Stephenson,fairy|wish fulfillment,Adventure|Fantasy|Drama|Science Fiction|Family
11132,Confessions of a Teenage Drama Queen,Lindsay Lohan|Adam Garcia|Glenne Headly|Alison Pill|Megan Fox,Sara Sugarman,rock star|spotlight|high school|party|rival,Music|Comedy|Family|Romance
6947,The Village,Bryce Dallas Howard|Joaquin Phoenix|Adrien Brody|William Hurt|Sigourney Weaver,M. Night Shyamalan,forest,Drama|Mystery|Thriller
2122,The Whole Ten Yards,Bruce Willis|Matthew Perry|Amanda Peet|Kevin Pollak|Frank Collison,Howard Deutch,hitman,Comedy|Thriller|Crime
615,The Passion of the Christ,Jim Caviezel|Maia Morgenstern|Christo Jivkov|Francesco De Vito|Monica Bellucci,Mel Gibson,christianity|jewry|roman empire|jesus christ|suffering,Drama
11237,Anacondas: The Hunt for the Blood Orchid,Johnny Messner|KaDee Strickland|Matthew Marsden|Nicholas Gonzalez|Eugene Byrd,Dwight H. Little,snake|expedition|traitor|research|orchid,Adventure|Action|Horror|Science Fiction|Thriller
1677,Ray,Jamie Foxx|Kerry Washington|Regina King|Harry Lennix|Clifton Powell,Taylor Hackford,black people|soul|country music|loss of brother|1970s,Drama
10677,Dirty Dancing: Havana Nights,Diego Luna|Romola Garai|Sela Ward|John Slattery|Jonathan Jackson,Guy Ferland,dance|reicher amerikaner|cuban revolution|little boy|falling in love,Drama|Romance
2003,Anatomie de l'enfer,Amira Casar|Rocco Siffredi|Jacques Monge|Catherine Breillat,Catherine Breillat,gay|sex|gay scene|women's sexual identity|nightclub,Drama
57825,Bride & Prejudice,Aishwarya Rai Bachchan|Martin Henderson|Naveen Andrews|Daniel Gillies|Indira Varma,Gurinder Chadha,bollywood|woman director,Drama|Comedy|Music|Romance
10740,Birth,Nicole Kidman|Cameron Bright|Danny Huston|Lauren Bacall|Alison Elliott,Jonathan Glazer,loss of husband|reincarnation|friends|little boy|independent film,Drama|Mystery|Thriller
11823,Wimbledon,Kirsten Dunst|Paul Bettany|Sam Neill|James McAvoy|Bernard Hill,Richard Loncraine,tennis|new love|tennis player|australia|wimbledon,Comedy|Romance
11081,Taking Lives,Angelina Jolie|Ethan Hawke|Kiefer Sutherland|Gena Rowlands|Olivier Martinez,D.J. Caruso,underdog|strangeness|special capabilities|undercover agent|investigation,Action|Drama|Mystery|Thriller
13505,The Perfect Score,Chris Evans|Bryan Greenberg|Scarlett Johansson|Erika Christensen|Matthew Lillard,Brian Robbins,secret|test|school|student|hacking,Comedy|Crime
36763,Salem's Lot,Rob Lowe|James Cromwell|Donald Sutherland|Andre Braugher|Samantha Mathis,Mikael Salomon,vampire|priest|hospital,Horror|Drama|Mystery|Thriller
9833,The Phantom of the Opera,Gerard Butler|Emmy Rossum|Patrick Wilson|Miranda Richardson|Minnie Driver,Joel Schumacher,dancing|obsession|auction|wheelchair|rose,Thriller|Drama|Romance
438,Cube Zero,Zachary Bennett|Stephanie Moore|Michael Riley|Martin Roach|David Huband,Ernie Barbarash,riddle|mathematics|murder|violence|parallel universe,Mystery|Science Fiction|Thriller
401,Garden State,Zach Braff|Natalie Portman|Ian Holm|Peter Sarsgaard|Kenneth Graymez,Zach Braff,individual|new jersey|paraplegic|loss of mother|expensive restaurant,Comedy|Drama|Romance
8193,Napoleon Dynamite,Jon Heder|Aaron Ruell|Jon Gries|Efren Ramirez|Shondrella Avery,Jared Hess,underdog|brother brother relationship|idaho|high school|chat,Comedy
13969,First Daughter,Katie Holmes|Marc Blucas|Michael Keaton|Margaret Colin|Lela Rochon,Forest Whitaker,u.s. president|undercover|college|daughter|romantic comedy,Comedy|Drama|Family|Romance
11026,Exorcist: The Beginning,Stellan SkarsgÃ¥rd|Izabella Scorupco|James D'Arcy|Julian Wadham|Remy Sweeney,Renny Harlin,secret|obsession|exorcism|remake|priest,Horror|Mystery|Thriller
9893,Sleepover,Alexa PenaVega|Mika Boorem|Jane Lynch|Sam Huntington|Sara Paxton,Joe Nussbaum,high school|scavenger hunt|teenage crush|slumber party|teenager,Comedy|Family
11208,Wicker Park,Josh Hartnett|Rose Byrne|Matthew Lillard|Diane Kruger|Christopher Cousins,Paul McGuigan,love of one's life|leave|look-alike|intrigue,Drama|Mystery|Romance|Thriller
11540,ArsÃ¨ne Lupin,Romain Duris|Kristin Scott Thomas|Eva Green|Pascal Greggory|Robin Renucci,Jean-Paul SalomÃ©,paris|transformation|crook|thief|falling in love,Romance|Action|Adventure|Crime|Mystery
421,The Life Aquatic with Steve Zissou,Bill Murray|Anjelica Huston|Cate Blanchett|Willem Dafoe|Owen Wilson,Wes Anderson,ocean|film making|loss of mother|cynic|red cap,Adventure|Comedy|Drama
10204,Around the World in 80 Days,Jackie Chan|Steve Coogan|CÃ©cile De France|Robert Fyfe|Jim Broadbent,Frank Coraci,paris|london|new york|jules verne|san francisco,Action|Adventure|Comedy
21301,Barbershop 2:  Back in Business,Ice Cube|Cedric the Entertainer|Sean Patrick Thomas|Keke Palmer|Michael Ealy,Kevin Rodney Sullivan,blaxploitation,Comedy|Drama
10046,Blueberry,Vincent Cassel|Juliette Lewis|Temuera Morrison|Ernest Borgnine|Djimon Hounsou,Jan Kounen,indian territory|indian|marshal|magic|outlaw,Western
11137,The Prince & Me,Julia Stiles|Luke Mably|Ben Miller|Miranda Richardson|James Fox,Martha Coolidge,secret identity|wisconsin|prince|college|modesty,Comedy|Romance
10870,Les Dalton,Eric Judor|Ramzy Bedia|SaÃ¯d Serrari|Til Schweiger,Philippe HaÃ¯m,indian territory|saloon|robber|bank robber|cutting the cord,Comedy|Western
12450,King Solomon's Mines,Patrick Swayze|Alison Doody|Roy Marsden|John Standing|Sidede Onyulo,Steve Boyum,riddle|treasure|russian|treasure hunt|treasure map,Action|Adventure
29979,Highwaymen,Jim Caviezel|Rhona Mitra|Frankie Faison|Colm Feore|Gordon Currie,Robert Harmon,car crash|serial killer|series of murders,Action|Crime|Thriller
7092,Van Helsing: The London Assignment,Hugh Jackman|Robbie Coltrane|David Wenham|Grey Griffin|Dwight Schultz,Sharon Bridgeman,london|mr. hayd|helsing|mision,Action|Animation|Fantasy|Horror
10145,The Forgotten,Julianne Moore|Anthony Edwards|Jessica Hecht|Christopher Kovaleski|Dominic West,Joseph Ruben,loss of son|motel|airplane|delusion|grief,Crime|Drama|Horror|Mystery|Science Fiction
15566,Surviving Christmas,Ben Affleck|James Gandolfini|Christina Applegate|Catherine O'Hara|Josh Zuckerman,Mike Mitchell,holiday,Comedy|Romance
7548,The Libertine,Johnny Depp|Samantha Morton|John Malkovich|Rosamund Pike|Paul Ritter,Laurence Dunmore,london|sex|dying and death|poet|theatre milieu,Drama|Romance
15775,If Only,Jennifer Love Hewitt|Paul Nicholls|Tom Wilkinson|Diana Hardcastle|Lucy Davenport,Gil Junger,loss of lover|love|blood|heavy rain|blood on face,Fantasy|Drama|Romance
18804,Head in the Clouds,Charlize Theron|PenÃ©lope Cruz|Stuart Townsend|Thomas Kretschmann|Peter Cockett,John Duigan,,Drama|Romance|War
1901,In Good Company,Topher Grace|Scarlett Johansson|Dennis Quaid|Marg Helgenberger|David Paymer,Paul Weitz,midlife crisis|daughter|bad boss,Comedy|Drama|Romance
9528,Ladies in Lavender,Judi Dench|Maggie Smith|Daniel BrÃ¼hl|Freddie Jones|Jimmy Yuill,Charles Dance,beach|sister sister relationship|garden|shipwreck|cornwall,Drama|Romance
11109,Vera Drake,Imelda Staunton|Sally Hawkins|Richard Graham|Eddie Marsan|Anna Keaveney,Mike Leigh,england|mother role|women's prison|police|neighbor,Crime|Drama
23592,In Enemy Hands,William H. Macy|Scott Caan|Lauren Holly|Clark Gregg|Ian Somerhalder,Tony Giglio,submarine|mutiny|world war ii|prisoner of war,Action|Drama|War|Thriller
14207,The Librarian: Quest for the Spear,Noah Wyle|Sonya Walger|Bob Newhart|Kyle MacLachlan|Kelly Hu,Peter Winther,tv movie,Thriller|Adventure|Action|Comedy|Drama
14172,Wake of Death,Jean-Claude Van Damme|Simon Yam|Valerie Tian|Burt Kwouk|Philip Tan,Philippe Martinez,revenge,Action|Adventure|Thriller
11930,Autobahnraser,Luke Wilkins|Alexandra Neldel|Niels-Bruno Schmidt|Kristian Kiehling|Henriette Richter-RÃ¶hl,Michael Keusch,car race|highway|police|raser|stolen cars,Action
11866,Flight of the Phoenix,Dennis Quaid|Tyrese Gibson|Giovanni Ribisi|Miranda Otto|Hugh Laurie,John Moore,robbery|water|gobi desert|disaster|plane crash,Action|Adventure|Drama|Thriller
6478,Beyond the Sea,Kevin Spacey|Kate Bosworth|John Goodman|Bob Hoskins|Brenda Blethyn,Kevin Spacey,musical|perfectionist|rowboat|courtship,Drama|Music
11058,Godsend,Greg Kinnear|Rebecca Romijn|Robert De Niro|Cameron Bright|Zoie Palmer,Nick Hamm,schizophrenia|clone|loss of son|nightmare|doctor,Drama|Horror|Science Fiction|Thriller
41171,Noel,Susan Sarandon|Alan Arkin|Paul Walker|PenÃ©lope Cruz|John Doman,Chazz Palminteri,,Drama|Romance
12109,It's All Gone Pete Tong,Paul Kaye|Kate Magowan|Neil Maskell|Beatriz Batarda|Pete Tong,Michael Dowse,disc jockey|loss of family|cocaine|comeback|recording studio,Drama|Comedy|Music
13416,Friday Night Lights,Billy Bob Thornton|Lucas Black|Garrett Hedlund|Derek Luke|Amber Heard,Peter Berg,sex|american football|based on novel|texas|career,Drama
5516,The Ladykillers,Tom Hanks|Irma P. Hall|Marlon Wayans|J.K. Simmons|Tzi Ma,Ethan Coen|Joel Coen,church choir|hiding place|garbage|duringcreditsstinger,Comedy|Crime|Thriller
9688,Melinda and Melinda,Chiwetel Ejiofor|Will Ferrell|Jonny Lee Miller|Radha Mitchell|Amanda Peet,Woody Allen,married couple|friends|falling in love|celebration,Comedy|Drama|Romance
4599,Raising Helen,Kate Hudson|John Corbett|Joan Cusack|Hayden Panettiere|Spencer Breslin,Garry Marshall,new york|pastor|world of fasion|loss of parents|mannequin,Drama|Comedy|Romance
11162,The Merchant of Venice,Al Pacino|Jeremy Irons|Joseph Fiennes|Lynn Collins|Zuleikha Robinson,Michael Radford,venice|shakespeare|jew|ship|salesperson,Drama|Romance
15184,A Good Woman,Helen Hunt|Scarlett Johansson|Tom Wilkinson|Milena Vukotic|Stephen Campbell Moore,Mike Barker,italy|based on play|gossip|1930s|affair,Comedy|Drama|Romance
20912,She Hate Me,Anthony Mackie|Kerry Washington|Ellen Barkin|Jim Brown|Jamel Debbouze,Spike Lee,independent film,Comedy|Drama
15644,Paparazzi,Cole Hauser|Robin Tunney|Dennis Farina|Daniel Baldwin,Paul Abascal,independent film,Action|Drama|Thriller
34843,Hawking,Benedict Cumberbatch|Alice Eve|Michael Brandon|Tom Hodgkins|Christian Rubeck,Philip Martin,biography|stephen hawking,TV Movie|Drama
11141,Laws of Attraction,Pierce Brosnan|Julianne Moore|Michael Sheen|Parker Posey|Frances Fisher,Peter Howitt,irland|rock star|court case|rival|falling in love,Action|Comedy|Romance|Thriller
14024,Raise Your Voice,Hilary Duff|Oliver James|David Keith|Johnny Lewis|Rita Wilson,Sean McNamara,music|life's dream|aspiring singer|singer|teenager,Music|Drama|Romance
11188,Ring of the Nibelungs,Benno FÃ¼rmann|Alicia Witt|Julian Sands|Samuel West|Max von Sydow,Uli Edel,jealousy|blacksmith|treasure|new love|sword,Action
39386,L'enquÃªte corse,Christian Clavier|Jean Reno|Caterina Murino|Didier Flamand|Pierre Salasca,Alain BerbÃ©rian,,Comedy
11632,Vanity Fair,Reese Witherspoon|James Purefoy|Jonathan Rhys Meyers|Romola Garai|Gabriel Byrne,Mira Nair,london|british empire|lover|advancement|aristocrat,Drama|Romance
34942,Balto III: Wings of Change,Sean Astin|Jodi Benson|Keith Carradine|Bill Fagerbakke|Charles Fleischer,Phil Weinstein,,Family|Adventure|Animation
11184,Kinsey,Liam Neeson|Laura Linney|Chris O'Donnell|Peter Sarsgaard|Timothy Hutton,Bill Condon,free love|sex|sexuality|indiana|professor,Drama
1997,Deux frÃ¨res,MaÃ¯ Anh Le|Guy Pearce|Oanh Nguyen|Jaran 'See Tao' Petcharoen|StÃ©phanie Lagarde,Jean-Jacques Annaud,brother brother relationship|loss of brother|cambodia|chase|tiger,Adventure|Drama|Family
842,The Assassination of Richard Nixon,Sean Penn|Naomi Watts|Don Cheadle|Jack Thompson|Nick Searcy,Niels Mueller,suicide|disillusion|brother brother relationship|corruption|robbery,Drama|History|Thriller
12902,Scooby-Doo! and the Loch Ness Monster,Frank Welker|Casey Kasem|Mindy Cohn|Grey Griffin|Michael Bell,Scott Jeralds|Joe Sichta,,Animation|Family|Comedy
5460,Cruel Intentions 3,Kerr Smith|Kristina Anapau|Nathan Wetherington|Melissa Yvonne Lewis|Natalie Ramsey,Scott Ziehl,female nudity|sex|manipulation|sequel|teenager,Drama|Thriller|Romance
1126,In My Father's Den,Matthew Macfadyen|Emily Barclay|Miranda Otto|Colin Moy|Jimmy Keen,Brad McGann,brother brother relationship|soulmates|home|return|ex-girlfriend,Drama|Thriller
10742,The Clearing,Robert Redford|Helen Mirren|Willem Dafoe|Alessandro Nivola|Matt Craven,Pieter Jan Brugge,dancing|adultery|detective|dancer|handcuffs,Drama|Mystery|Thriller
11401,Metallica: Some Kind of Monster,James Hetfield|Lars Ulrich|Kirk Hammett|Bob Rock|Robert Trujillo,Joe Berlinger|Bruce Sinofsky,rock star|heavy metal|recording studio|psychologist|conflict,Documentary|Music
10718,Torque,Martin Henderson|Ice Cube|Monet Mazur|Adam Scott|Matt Schulze,Joseph Kahn,ex-girlfriend|drug dealer|gang|motorcyclist,Action
14292,Miracle,Kurt Russell|Patricia Clarkson|Noah Emmerich|Sean McCann|Kenneth Welsh,Gavin O'Connor,olympic games|sport|hockey|milwaukee wisconsin|st. paul minnesota,Drama|History
31063,The Calcium Kid,Orlando Bloom|Michael PeÃ±a|Michael Lerner|Billie Piper|Omid Djalili,Alex De Rakoff,,Comedy
